	Alligator	Gavialis	Acanthisitta	Bombycilla	Regulus	Fringilla	Passer	Ploceus	Vidua	Sylvia	Turdus	Picathartes	Corvus	Malurus	Climacteris	Menura	Dendrocolaptes	Scytalopus	Grallaria	Thamnophilus	Mionectes	Tyrannus	Pipra	Pitta	Smithornis	Sapayoa	Alisterus	Psittacula	Micropsitta	Chalcopsitta	Platycercus	Psittacus	Cacatua	Daptrius	Falco	Herpetotheres	Micrastur	Cariama	Alcedo	Momotus	Todus	Brachypteracias	Coracias	Merops	Bucco	Galbula	Capito	Megalaima	Dryocopus	Indicator	Bucorvus	Tockus	Phoeniculus	Upupa	Pharomachrus	Trogon	Leptosomus	Colius	Urocolius	Phodilus	Tyto	Speotyto	Strix	Buteo	Gampsonyx	Pandion	Sagittarius	Cathartes	Sarcoramphus	Arenaria	Jacana	Rostratula	Pedionomus	Thinocorus	Dromas	Larus	Turnix	Burhinus	Charadrius	Phegornis	Haematopus	Anhinga	Phalacrocorax	Morus	Fregata	Ardea	Cochlearius	Eudocimus	Balaeniceps	Scopus	Pelecanus	Ciconia	Diomedea	Oceanodroma	Pelecanoides	Puffinus	Oceanites	Eudyptula	Gavia	Corythaeola	Tauraco	Aramus	Grus	Psophia	Heliornis	Sarothrura	Himantornis	Rallus	Centropus	Coua	Coccyzus	Phaenicophaeus	Cuculus	Crotophaga	Geococcyx	Choriotis	Eupodotis	Opisthocomus	Aegotheles	Aerodramus	Streptoprocne	Hemiprocne	Colibri	Phaethornis	Caprimulgus	Eurostopodus	Batrachostomus	Podargus	Nyctibius-br	Nyctibius-gr	Steatornis	Eurypyga	Rhynochetos	Columba	Geotrygon	Treron	Columbina	Otidiphaps	Mesitornis	Monias	Pterocles	Syrrhaptes	Phaethon-le	Phaethon-ru	Phoenicopterus	Podiceps	Alectura	Megapodius	Colinus	Coturnix	Gallus	Rollulus	Numida	Crax	Anas	Aythya	Biziura	Anser	Malacorhynchus	Oxyura	Anseranas	Chauna	Apteryx	Casuarius	Dromaius	Crypturellus	Tinamus	Eudromia	Nothoprocta	Rhea	Struthio
Menura	0.773574	0.796473	0.201188	0.173709	0.163266	0.162277	0.166813	0.145903	0.150454	0.162981	0.170212	0.147762	0.131826	0.161432	0.142887	0	0.19172	0.191315	0.190178	0.18946	0.191135	0.195237	0.179344	0.213803	0.188703	0.195993	0.27379	0.271072	0.280587	0.281412	0.2772	0.280515	0.263273	0.230913	0.247538	0.216251	0.218662	0.217544	0.332009	0.295399	0.298057	0.273373	0.272754	0.299238	0.31261	0.309093	0.357155	0.366206	0.332252	0.327282	0.278666	0.315189	0.383418	0.384283	0.281924	0.282804	0.242684	0.301526	0.308945	0.232053	0.234815	0.251959	0.228862	0.212073	0.233117	0.2184	0.21802	0.195031	0.193999	0.253808	0.294233	0.289912	0.28591	0.295457	0.23271	0.239936	0.381003	0.223143	0.235285	0.233883	0.224893	0.243447	0.254928	0.230448	0.21722	0.240195	0.236168	0.232467	0.222292	0.243668	0.232881	0.217152	0.206833	0.216385	0.223087	0.214462	0.22498	0.220112	0.220363	0.250354	0.255405	0.251358	0.24486	0.269154	0.329717	0.346884	0.316617	0.315661	0.339733	0.30685	0.331054	0.3168	0.310598	0.30058	0.310392	0.256205	0.258282	0.254771	0.283039	0.298291	0.282851	0.283455	0.327057	0.329751	0.256452	0.252976	0.265213	0.257807	0.238613	0.231782	0.249677	0.28704	0.282527	0.296593	0.296085	0.289311	0.293149	0.278409	0.28064	0.280162	0.271668	0.269491	0.247627	0.247307	0.224862	0.259057	0.386447	0.385333	0.471757	0.463511	0.433457	0.455225	0.4084	0.390509	0.368968	0.368274	0.367293	0.35512	0.375648	0.367026	0.320204	0.320892	0.385298	0.392446	0.396431	0.5146	0.49631	0.525638	0.521726	0.426256	0.400036
Dendrocolaptes	0.794396	0.817295	0.22201	0.246811	0.236368	0.235379	0.239915	0.219005	0.223556	0.236083	0.243314	0.220864	0.204928	0.234534	0.215989	0.19172	0	0.111131	0.118196	0.125876	0.156845	0.160947	0.145054	0.206429	0.181329	0.188619	0.294612	0.291894	0.301409	0.302234	0.298022	0.301337	0.284095	0.251735	0.26836	0.237073	0.239484	0.238366	0.352831	0.316221	0.318879	0.294195	0.293576	0.32006	0.333432	0.329915	0.377977	0.387028	0.353074	0.348104	0.299488	0.336011	0.40424	0.405105	0.302746	0.303626	0.263506	0.322348	0.329767	0.252875	0.255637	0.272781	0.249684	0.232895	0.253939	0.239222	0.238842	0.215853	0.214821	0.27463	0.315055	0.310734	0.306732	0.316279	0.253532	0.260758	0.401825	0.243965	0.256107	0.254705	0.245715	0.264269	0.27575	0.25127	0.238042	0.261017	0.25699	0.253289	0.243114	0.26449	0.253703	0.237974	0.227655	0.237207	0.243909	0.235284	0.245802	0.240934	0.241185	0.271176	0.276227	0.27218	0.265682	0.289976	0.350539	0.367706	0.337439	0.336483	0.360555	0.327672	0.351876	0.337622	0.33142	0.321402	0.331214	0.277027	0.279104	0.275593	0.303861	0.319113	0.303673	0.304277	0.347879	0.350573	0.277274	0.273798	0.286035	0.278629	0.259435	0.252604	0.270499	0.307862	0.303349	0.317415	0.316907	0.310133	0.313971	0.299231	0.301462	0.300984	0.29249	0.290313	0.268449	0.268129	0.245684	0.279879	0.407269	0.406155	0.492579	0.484333	0.454279	0.476047	0.429222	0.411331	0.38979	0.389096	0.388115	0.375942	0.39647	0.387848	0.341026	0.341714	0.40612	0.413268	0.417253	0.535422	0.517132	0.54646	0.542548	0.447078	0.420858
Scytalopus	0.793991	0.81689	0.221605	0.246406	0.235963	0.234974	0.23951	0.2186	0.223151	0.235678	0.242909	0.220459	0.204523	0.234129	0.215584	0.191315	0.111131	0	0.117791	0.125471	0.15644	0.160542	0.144649	0.206024	0.180924	0.188214	0.294207	0.291489	0.301004	0.301829	0.297617	0.300932	0.28369	0.25133	0.267955	0.236668	0.239079	0.237961	0.352426	0.315816	0.318474	0.29379	0.293171	0.319655	0.333027	0.32951	0.377572	0.386623	0.352669	0.347699	0.299083	0.335606	0.403835	0.4047	0.302341	0.303221	0.263101	0.321943	0.329362	0.25247	0.255232	0.272376	0.249279	0.23249	0.253534	0.238817	0.238437	0.215448	0.214416	0.274225	0.31465	0.310329	0.306327	0.315874	0.253127	0.260353	0.40142	0.24356	0.255702	0.2543	0.24531	0.263864	0.275345	0.250865	0.237637	0.260612	0.256585	0.252884	0.242709	0.264085	0.253298	0.237569	0.22725	0.236802	0.243504	0.234879	0.245397	0.240529	0.24078	0.270771	0.275822	0.271775	0.265277	0.289571	0.350134	0.367301	0.337034	0.336078	0.36015	0.327267	0.351471	0.337217	0.331015	0.320997	0.330809	0.276622	0.278699	0.275188	0.303456	0.318708	0.303268	0.303872	0.347474	0.350168	0.276869	0.273393	0.28563	0.278224	0.25903	0.252199	0.270094	0.307457	0.302944	0.31701	0.316502	0.309728	0.313566	0.298826	0.301057	0.300579	0.292085	0.289908	0.268044	0.267724	0.245279	0.279474	0.406864	0.40575	0.492174	0.483928	0.453874	0.475642	0.428817	0.410926	0.389385	0.388691	0.38771	0.375537	0.396065	0.387443	0.340621	0.341309	0.405715	0.412863	0.416848	0.535017	0.516727	0.546055	0.542143	0.446673	0.420453
Grallaria	0.792854	0.815753	0.220468	0.245269	0.234826	0.233837	0.238373	0.217463	0.222014	0.234541	0.241772	0.219322	0.203386	0.232992	0.214447	0.190178	0.118196	0.117791	0	0.124334	0.155303	0.159405	0.143512	0.204887	0.179787	0.187077	0.29307	0.290352	0.299867	0.300692	0.29648	0.299795	0.282553	0.250193	0.266818	0.235531	0.237942	0.236824	0.351289	0.314679	0.317337	0.292653	0.292034	0.318518	0.33189	0.328373	0.376435	0.385486	0.351532	0.346562	0.297946	0.334469	0.402698	0.403563	0.301204	0.302084	0.261964	0.320806	0.328225	0.251333	0.254095	0.271239	0.248142	0.231353	0.252397	0.23768	0.2373	0.214311	0.213279	0.273088	0.313513	0.309192	0.30519	0.314737	0.25199	0.259216	0.400283	0.242423	0.254565	0.253163	0.244173	0.262727	0.274208	0.249728	0.2365	0.259475	0.255448	0.251747	0.241572	0.262948	0.252161	0.236432	0.226113	0.235665	0.242367	0.233742	0.24426	0.239392	0.239643	0.269634	0.274685	0.270638	0.26414	0.288434	0.348997	0.366164	0.335897	0.334941	0.359013	0.32613	0.350334	0.33608	0.329878	0.31986	0.329672	0.275485	0.277562	0.274051	0.302319	0.317571	0.302131	0.302735	0.346337	0.349031	0.275732	0.272256	0.284493	0.277087	0.257893	0.251062	0.268957	0.30632	0.301807	0.315873	0.315365	0.308591	0.312429	0.297689	0.29992	0.299442	0.290948	0.288771	0.266907	0.266587	0.244142	0.278337	0.405727	0.404613	0.491037	0.482791	0.452737	0.474505	0.42768	0.409789	0.388248	0.387554	0.386573	0.3744	0.394928	0.386306	0.339484	0.340172	0.404578	0.411726	0.415711	0.53388	0.51559	0.544918	0.541006	0.445536	0.419316
Thamnophilus	0.792136	0.815035	0.21975	0.244551	0.234108	0.233119	0.237655	0.216745	0.221296	0.233823	0.241054	0.218604	0.202668	0.232274	0.213729	0.18946	0.125876	0.125471	0.124334	0	0.154585	0.158687	0.142794	0.204169	0.179069	0.186359	0.292352	0.289634	0.299149	0.299974	0.295762	0.299077	0.281835	0.249475	0.2661	0.234813	0.237224	0.236106	0.350571	0.313961	0.316619	0.291935	0.291316	0.3178	0.331172	0.327655	0.375717	0.384768	0.350814	0.345844	0.297228	0.333751	0.40198	0.402845	0.300486	0.301366	0.261246	0.320088	0.327507	0.250615	0.253377	0.270521	0.247424	0.230635	0.251679	0.236962	0.236582	0.213593	0.212561	0.27237	0.312795	0.308474	0.304472	0.314019	0.251272	0.258498	0.399565	0.241705	0.253847	0.252445	0.243455	0.262009	0.27349	0.24901	0.235782	0.258757	0.25473	0.251029	0.240854	0.26223	0.251443	0.235714	0.225395	0.234947	0.241649	0.233024	0.243542	0.238674	0.238925	0.268916	0.273967	0.26992	0.263422	0.287716	0.348279	0.365446	0.335179	0.334223	0.358295	0.325412	0.349616	0.335362	0.32916	0.319142	0.328954	0.274767	0.276844	0.273333	0.301601	0.316853	0.301413	0.302017	0.345619	0.348313	0.275014	0.271538	0.283775	0.276369	0.257175	0.250344	0.268239	0.305602	0.301089	0.315155	0.314647	0.307873	0.311711	0.296971	0.299202	0.298724	0.29023	0.288053	0.266189	0.265869	0.243424	0.277619	0.405009	0.403895	0.490319	0.482073	0.452019	0.473787	0.426962	0.409071	0.38753	0.386836	0.385855	0.373682	0.39421	0.385588	0.338766	0.339454	0.40386	0.411008	0.414993	0.533162	0.514872	0.5442	0.540288	0.444818	0.418598
Mionectes	0.793811	0.81671	0.221425	0.246226	0.235783	0.234794	0.23933	0.21842	0.222971	0.235498	0.242729	0.220279	0.204343	0.233949	0.215404	0.191135	0.156845	0.15644	0.155303	0.154585	0	0.08074	0.087263	0.205844	0.180744	0.188034	0.294027	0.291309	0.300824	0.301649	0.297437	0.300752	0.28351	0.25115	0.267775	0.236488	0.238899	0.237781	0.352246	0.315636	0.318294	0.29361	0.292991	0.319475	0.332847	0.32933	0.377392	0.386443	0.352489	0.347519	0.298903	0.335426	0.403655	0.40452	0.302161	0.303041	0.262921	0.321763	0.329182	0.25229	0.255052	0.272196	0.249099	0.23231	0.253354	0.238637	0.238257	0.215268	0.214236	0.274045	0.31447	0.310149	0.306147	0.315694	0.252947	0.260173	0.40124	0.24338	0.255522	0.25412	0.24513	0.263684	0.275165	0.250685	0.237457	0.260432	0.256405	0.252704	0.242529	0.263905	0.253118	0.237389	0.22707	0.236622	0.243324	0.234699	0.245217	0.240349	0.2406	0.270591	0.275642	0.271595	0.265097	0.289391	0.349954	0.367121	0.336854	0.335898	0.35997	0.327087	0.351291	0.337037	0.330835	0.320817	0.330629	0.276442	0.278519	0.275008	0.303276	0.318528	0.303088	0.303692	0.347294	0.349988	0.276689	0.273213	0.28545	0.278044	0.25885	0.252019	0.269914	0.307277	0.302764	0.31683	0.316322	0.309548	0.313386	0.298646	0.300877	0.300399	0.291905	0.289728	0.267864	0.267544	0.245099	0.279294	0.406684	0.40557	0.491994	0.483748	0.453694	0.475462	0.428637	0.410746	0.389205	0.388511	0.38753	0.375357	0.395885	0.387263	0.340441	0.341129	0.405535	0.412683	0.416668	0.534837	0.516547	0.545875	0.541963	0.446493	0.420273
Tyrannus	0.797913	0.820812	0.225527	0.250328	0.239885	0.238896	0.243432	0.222522	0.227073	0.2396	0.246831	0.224381	0.208445	0.238051	0.219506	0.195237	0.160947	0.160542	0.159405	0.158687	0.08074	0	0.091365	0.209946	0.184846	0.192136	0.298129	0.295411	0.304926	0.305751	0.301539	0.304854	0.287612	0.255252	0.271877	0.24059	0.243001	0.241883	0.356348	0.319738	0.322396	0.297712	0.297093	0.323577	0.336949	0.333432	0.381494	0.390545	0.356591	0.351621	0.303005	0.339528	0.407757	0.408622	0.306263	0.307143	0.267023	0.325865	0.333284	0.256392	0.259154	0.276298	0.253201	0.236412	0.257456	0.242739	0.242359	0.21937	0.218338	0.278147	0.318572	0.314251	0.310249	0.319796	0.257049	0.264275	0.405342	0.247482	0.259624	0.258222	0.249232	0.267786	0.279267	0.254787	0.241559	0.264534	0.260507	0.256806	0.246631	0.268007	0.25722	0.241491	0.231172	0.240724	0.247426	0.238801	0.249319	0.244451	0.244702	0.274693	0.279744	0.275697	0.269199	0.293493	0.354056	0.371223	0.340956	0.34	0.364072	0.331189	0.355393	0.341139	0.334937	0.324919	0.334731	0.280544	0.282621	0.27911	0.307378	0.32263	0.30719	0.307794	0.351396	0.35409	0.280791	0.277315	0.289552	0.282146	0.262952	0.256121	0.274016	0.311379	0.306866	0.320932	0.320424	0.31365	0.317488	0.302748	0.304979	0.304501	0.296007	0.29383	0.271966	0.271646	0.249201	0.283396	0.410786	0.409672	0.496096	0.48785	0.457796	0.479564	0.432739	0.414848	0.393307	0.392613	0.391632	0.379459	0.399987	0.391365	0.344543	0.345231	0.409637	0.416785	0.42077	0.538939	0.520649	0.549977	0.546065	0.450595	0.424375
Pipra	0.78202	0.804919	0.209634	0.234435	0.223992	0.223003	0.227539	0.206629	0.21118	0.223707	0.230938	0.208488	0.192552	0.222158	0.203613	0.179344	0.145054	0.144649	0.143512	0.142794	0.087263	0.091365	0	0.194053	0.168953	0.176243	0.282236	0.279518	0.289033	0.289858	0.285646	0.288961	0.271719	0.239359	0.255984	0.224697	0.227108	0.22599	0.340455	0.303845	0.306503	0.281819	0.2812	0.307684	0.321056	0.317539	0.365601	0.374652	0.340698	0.335728	0.287112	0.323635	0.391864	0.392729	0.29037	0.29125	0.25113	0.309972	0.317391	0.240499	0.243261	0.260405	0.237308	0.220519	0.241563	0.226846	0.226466	0.203477	0.202445	0.262254	0.302679	0.298358	0.294356	0.303903	0.241156	0.248382	0.389449	0.231589	0.243731	0.242329	0.233339	0.251893	0.263374	0.238894	0.225666	0.248641	0.244614	0.240913	0.230738	0.252114	0.241327	0.225598	0.215279	0.224831	0.231533	0.222908	0.233426	0.228558	0.228809	0.2588	0.263851	0.259804	0.253306	0.2776	0.338163	0.35533	0.325063	0.324107	0.348179	0.315296	0.3395	0.325246	0.319044	0.309026	0.318838	0.264651	0.266728	0.263217	0.291485	0.306737	0.291297	0.291901	0.335503	0.338197	0.264898	0.261422	0.273659	0.266253	0.247059	0.240228	0.258123	0.295486	0.290973	0.305039	0.304531	0.297757	0.301595	0.286855	0.289086	0.288608	0.280114	0.277937	0.256073	0.255753	0.233308	0.267503	0.394893	0.393779	0.480203	0.471957	0.441903	0.463671	0.416846	0.398955	0.377414	0.37672	0.375739	0.363566	0.384094	0.375472	0.32865	0.329338	0.393744	0.400892	0.404877	0.523046	0.504756	0.534084	0.530172	0.434702	0.408482
Pitta	0.816479	0.839378	0.244093	0.268894	0.258451	0.257462	0.261998	0.241088	0.245639	0.258166	0.265397	0.242947	0.227011	0.256617	0.238072	0.213803	0.206429	0.206024	0.204887	0.204169	0.205844	0.209946	0.194053	0	0.133228	0.146464	0.316695	0.313977	0.323492	0.324317	0.320105	0.32342	0.306178	0.273818	0.290443	0.259156	0.261567	0.260449	0.374914	0.338304	0.340962	0.316278	0.315659	0.342143	0.355515	0.351998	0.40006	0.409111	0.375157	0.370187	0.321571	0.358094	0.426323	0.427188	0.324829	0.325709	0.285589	0.344431	0.35185	0.274958	0.27772	0.294864	0.271767	0.254978	0.276022	0.261305	0.260925	0.237936	0.236904	0.296713	0.337138	0.332817	0.328815	0.338362	0.275615	0.282841	0.423908	0.266048	0.27819	0.276788	0.267798	0.286352	0.297833	0.273353	0.260125	0.2831	0.279073	0.275372	0.265197	0.286573	0.275786	0.260057	0.249738	0.25929	0.265992	0.257367	0.267885	0.263017	0.263268	0.293259	0.29831	0.294263	0.287765	0.312059	0.372622	0.389789	0.359522	0.358566	0.382638	0.349755	0.373959	0.359705	0.353503	0.343485	0.353297	0.29911	0.301187	0.297676	0.325944	0.341196	0.325756	0.32636	0.369962	0.372656	0.299357	0.295881	0.308118	0.300712	0.281518	0.274687	0.292582	0.329945	0.325432	0.339498	0.33899	0.332216	0.336054	0.321314	0.323545	0.323067	0.314573	0.312396	0.290532	0.290212	0.267767	0.301962	0.429352	0.428238	0.514662	0.506416	0.476362	0.49813	0.451305	0.433414	0.411873	0.411179	0.410198	0.398025	0.418553	0.409931	0.363109	0.363797	0.428203	0.435351	0.439336	0.557505	0.539215	0.568543	0.564631	0.469161	0.442941
Smithornis	0.791379	0.814278	0.218993	0.243794	0.233351	0.232362	0.236898	0.215988	0.220539	0.233066	0.240297	0.217847	0.201911	0.231517	0.212972	0.188703	0.181329	0.180924	0.179787	0.179069	0.180744	0.184846	0.168953	0.133228	0	0.121364	0.291595	0.288877	0.298392	0.299217	0.295005	0.29832	0.281078	0.248718	0.265343	0.234056	0.236467	0.235349	0.349814	0.313204	0.315862	0.291178	0.290559	0.317043	0.330415	0.326898	0.37496	0.384011	0.350057	0.345087	0.296471	0.332994	0.401223	0.402088	0.299729	0.300609	0.260489	0.319331	0.32675	0.249858	0.25262	0.269764	0.246667	0.229878	0.250922	0.236205	0.235825	0.212836	0.211804	0.271613	0.312038	0.307717	0.303715	0.313262	0.250515	0.257741	0.398808	0.240948	0.25309	0.251688	0.242698	0.261252	0.272733	0.248253	0.235025	0.258	0.253973	0.250272	0.240097	0.261473	0.250686	0.234957	0.224638	0.23419	0.240892	0.232267	0.242785	0.237917	0.238168	0.268159	0.27321	0.269163	0.262665	0.286959	0.347522	0.364689	0.334422	0.333466	0.357538	0.324655	0.348859	0.334605	0.328403	0.318385	0.328197	0.27401	0.276087	0.272576	0.300844	0.316096	0.300656	0.30126	0.344862	0.347556	0.274257	0.270781	0.283018	0.275612	0.256418	0.249587	0.267482	0.304845	0.300332	0.314398	0.31389	0.307116	0.310954	0.296214	0.298445	0.297967	0.289473	0.287296	0.265432	0.265112	0.242667	0.276862	0.404252	0.403138	0.489562	0.481316	0.451262	0.47303	0.426205	0.408314	0.386773	0.386079	0.385098	0.372925	0.393453	0.384831	0.338009	0.338697	0.403103	0.410251	0.414236	0.532405	0.514115	0.543443	0.539531	0.444061	0.417841
Sapayoa	0.798669	0.821568	0.226283	0.251084	0.240641	0.239652	0.244188	0.223278	0.227829	0.240356	0.247587	0.225137	0.209201	0.238807	0.220262	0.195993	0.188619	0.188214	0.187077	0.186359	0.188034	0.192136	0.176243	0.146464	0.121364	0	0.298885	0.296167	0.305682	0.306507	0.302295	0.30561	0.288368	0.256008	0.272633	0.241346	0.243757	0.242639	0.357104	0.320494	0.323152	0.298468	0.297849	0.324333	0.337705	0.334188	0.38225	0.391301	0.357347	0.352377	0.303761	0.340284	0.408513	0.409378	0.307019	0.307899	0.267779	0.326621	0.33404	0.257148	0.25991	0.277054	0.253957	0.237168	0.258212	0.243495	0.243115	0.220126	0.219094	0.278903	0.319328	0.315007	0.311005	0.320552	0.257805	0.265031	0.406098	0.248238	0.26038	0.258978	0.249988	0.268542	0.280023	0.255543	0.242315	0.26529	0.261263	0.257562	0.247387	0.268763	0.257976	0.242247	0.231928	0.24148	0.248182	0.239557	0.250075	0.245207	0.245458	0.275449	0.2805	0.276453	0.269955	0.294249	0.354812	0.371979	0.341712	0.340756	0.364828	0.331945	0.356149	0.341895	0.335693	0.325675	0.335487	0.2813	0.283377	0.279866	0.308134	0.323386	0.307946	0.30855	0.352152	0.354846	0.281547	0.278071	0.290308	0.282902	0.263708	0.256877	0.274772	0.312135	0.307622	0.321688	0.32118	0.314406	0.318244	0.303504	0.305735	0.305257	0.296763	0.294586	0.272722	0.272402	0.249957	0.284152	0.411542	0.410428	0.496852	0.488606	0.458552	0.48032	0.433495	0.415604	0.394063	0.393369	0.392388	0.380215	0.400743	0.392121	0.345299	0.345987	0.410393	0.417541	0.421526	0.539695	0.521405	0.550733	0.546821	0.451351	0.425131
Alisterus	0.750316	0.773215	0.281812	0.328881	0.318438	0.317449	0.321985	0.301075	0.305626	0.318153	0.325384	0.302934	0.286998	0.316604	0.298059	0.27379	0.294612	0.294207	0.29307	0.292352	0.294027	0.298129	0.282236	0.316695	0.291595	0.298885	0	0.049	0.063553	0.071124	0.066912	0.081643	0.078559	0.207655	0.22428	0.192993	0.195404	0.194286	0.308751	0.272141	0.274799	0.250115	0.249496	0.27598	0.289352	0.285835	0.333897	0.342948	0.308994	0.304024	0.255408	0.291931	0.36016	0.361025	0.258666	0.259546	0.219426	0.278268	0.285687	0.208795	0.211557	0.228701	0.205604	0.188815	0.209859	0.195142	0.194762	0.171773	0.170741	0.23055	0.270975	0.266654	0.262652	0.272199	0.209452	0.216678	0.357745	0.199885	0.212027	0.210625	0.201635	0.220189	0.23167	0.20719	0.193962	0.216937	0.21291	0.209209	0.199034	0.22041	0.209623	0.193894	0.183575	0.193127	0.199829	0.191204	0.201722	0.196854	0.197105	0.227096	0.232147	0.2281	0.221602	0.245896	0.306459	0.323626	0.293359	0.292403	0.316475	0.283592	0.307796	0.293542	0.28734	0.277322	0.287134	0.232947	0.235024	0.231513	0.259781	0.275033	0.259593	0.260197	0.303799	0.306493	0.233194	0.229718	0.241955	0.234549	0.215355	0.208524	0.226419	0.263782	0.259269	0.273335	0.272827	0.266053	0.269891	0.255151	0.257382	0.256904	0.24841	0.246233	0.224369	0.224049	0.201604	0.235799	0.363189	0.362075	0.448499	0.440253	0.410199	0.431967	0.385142	0.367251	0.34571	0.345016	0.344035	0.331862	0.35239	0.343768	0.296946	0.297634	0.36204	0.369188	0.373173	0.491342	0.473052	0.50238	0.498468	0.402998	0.376778
Psittacula	0.747598	0.770497	0.279094	0.326163	0.31572	0.314731	0.319267	0.298357	0.302908	0.315435	0.322666	0.300216	0.28428	0.313886	0.295341	0.271072	0.291894	0.291489	0.290352	0.289634	0.291309	0.295411	0.279518	0.313977	0.288877	0.296167	0.049	0	0.060835	0.068406	0.064194	0.078925	0.075841	0.204937	0.221562	0.190275	0.192686	0.191568	0.306033	0.269423	0.272081	0.247397	0.246778	0.273262	0.286634	0.283117	0.331179	0.34023	0.306276	0.301306	0.25269	0.289213	0.357442	0.358307	0.255948	0.256828	0.216708	0.27555	0.282969	0.206077	0.208839	0.225983	0.202886	0.186097	0.207141	0.192424	0.192044	0.169055	0.168023	0.227832	0.268257	0.263936	0.259934	0.269481	0.206734	0.21396	0.355027	0.197167	0.209309	0.207907	0.198917	0.217471	0.228952	0.204472	0.191244	0.214219	0.210192	0.206491	0.196316	0.217692	0.206905	0.191176	0.180857	0.190409	0.197111	0.188486	0.199004	0.194136	0.194387	0.224378	0.229429	0.225382	0.218884	0.243178	0.303741	0.320908	0.290641	0.289685	0.313757	0.280874	0.305078	0.290824	0.284622	0.274604	0.284416	0.230229	0.232306	0.228795	0.257063	0.272315	0.256875	0.257479	0.301081	0.303775	0.230476	0.227	0.239237	0.231831	0.212637	0.205806	0.223701	0.261064	0.256551	0.270617	0.270109	0.263335	0.267173	0.252433	0.254664	0.254186	0.245692	0.243515	0.221651	0.221331	0.198886	0.233081	0.360471	0.359357	0.445781	0.437535	0.407481	0.429249	0.382424	0.364533	0.342992	0.342298	0.341317	0.329144	0.349672	0.34105	0.294228	0.294916	0.359322	0.36647	0.370455	0.488624	0.470334	0.499662	0.49575	0.40028	0.37406
Micropsitta	0.757113	0.780012	0.288609	0.335678	0.325235	0.324246	0.328782	0.307872	0.312423	0.32495	0.332181	0.309731	0.293795	0.323401	0.304856	0.280587	0.301409	0.301004	0.299867	0.299149	0.300824	0.304926	0.289033	0.323492	0.298392	0.305682	0.063553	0.060835	0	0.077921	0.073709	0.08844	0.085356	0.214452	0.231077	0.19979	0.202201	0.201083	0.315548	0.278938	0.281596	0.256912	0.256293	0.282777	0.296149	0.292632	0.340694	0.349745	0.315791	0.310821	0.262205	0.298728	0.366957	0.367822	0.265463	0.266343	0.226223	0.285065	0.292484	0.215592	0.218354	0.235498	0.212401	0.195612	0.216656	0.201939	0.201559	0.17857	0.177538	0.237347	0.277772	0.273451	0.269449	0.278996	0.216249	0.223475	0.364542	0.206682	0.218824	0.217422	0.208432	0.226986	0.238467	0.213987	0.200759	0.223734	0.219707	0.216006	0.205831	0.227207	0.21642	0.200691	0.190372	0.199924	0.206626	0.198001	0.208519	0.203651	0.203902	0.233893	0.238944	0.234897	0.228399	0.252693	0.313256	0.330423	0.300156	0.2992	0.323272	0.290389	0.314593	0.300339	0.294137	0.284119	0.293931	0.239744	0.241821	0.23831	0.266578	0.28183	0.26639	0.266994	0.310596	0.31329	0.239991	0.236515	0.248752	0.241346	0.222152	0.215321	0.233216	0.270579	0.266066	0.280132	0.279624	0.27285	0.276688	0.261948	0.264179	0.263701	0.255207	0.25303	0.231166	0.230846	0.208401	0.242596	0.369986	0.368872	0.455296	0.44705	0.416996	0.438764	0.391939	0.374048	0.352507	0.351813	0.350832	0.338659	0.359187	0.350565	0.303743	0.304431	0.368837	0.375985	0.37997	0.498139	0.479849	0.509177	0.505265	0.409795	0.383575
